,solution_id,random_index,source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,teff_val,lum_val,class
8,1635721458409799680,8,5889059805439854848,234.27113967081408,-52.21865829520875,16.638042,17.331743,15.816595,1.5151482,0.6937008,0.8214474,4368.46,,K
12,1635721458409799680,12,2026240608225775360,293.5188418740288,28.53366277187837,16.985237,17.438818,16.37244,1.0663776,0.45358086,0.6127968,5070.042,,K
17,1635721458409799680,17,5889050803187502976,233.816074768591,-52.261230779637025,16.839481,17.559883,15.989998,1.5698853,0.72040176,0.8494835,4361.0,,K
21,1635721458409799680,21,1870129370301798784,310.9795127142624,34.48622284209915,16.415411,16.938528,15.721798,1.2167301,0.52311707,0.69361305,4919.0,0.7041398,K
24,1635721458409799680,24,5543541609247095168,127.20692274811198,-34.350519838622326,16.833437,17.22818,16.272953,0.9552269,0.39474297,0.56048393,5364.75,,G
29,1635721458409799680,29,2022160423644954880,290.23274537417564,22.548845089164654,15.774138,16.889832,14.717401,2.172431,1.1156931,1.0567379,3610.0,,M
31,1635721458409799680,31,4205570785908969984,284.9200120730237,-7.2804681222714125,13.914678,14.763895,13.013571,1.7503242,0.8492174,0.90110683,3987.0,28.196486,K
44,1635721458409799680,44,5435526445919095424,149.46182265001912,-33.98708366349858,15.605809,15.907345,15.137931,0.76941395,0.3015356,0.46787834,6000.0,1.4639734,F
55,1635721458409799680,55,2944247433426596096,93.99102916841018,-17.95940616224122,16.735666,17.250914,16.071472,1.1794415,0.51524734,0.6641941,4900.5,,K
85,1635721458409799680,85,4655038013888170752,75.69218814057183,-70.73868564500657,16.767576,17.608015,15.850858,1.7571573,0.84043884,0.9167185,3989.6667,,K
90,1635721458409799680,90,4070795536767583488,269.68963098938747,-21.11803090030372,15.959,17.6329,14.694974,2.9379263,1.6739006,1.2640257,4020.07,,K
104,1635721458409799680,104,3536744906416085888,164.11644613367903,-24.960193729166228,16.288582,16.7321,15.696603,1.0354967,0.44351768,0.591979,5136.99,0.7164651,K
108,1635721458409799680,108,5713814247660480640,122.59132652103726,-19.11713341663547,15.1266775,15.49697,14.594053,0.9029169,0.37029266,0.53262424,5403.33,2.8854733,G
111,1635721458409799680,111,2944240870716417152,94.4374488467726,-17.87208603446591,16.171373,16.518913,15.667735,0.85117817,0.3475399,0.50363827,5743.0,1.2189122,G
113,1635721458409799680,113,5900164116923369856,224.997383164421,-52.3992424341072,16.324566,17.0186,15.519079,1.4995213,0.6940346,0.8054867,4432.25,0.2646337,K
117,1635721458409799680,117,5926196768397973504,259.01433126779267,-50.89028883586419,16.847406,17.34834,16.217245,1.131094,0.5009327,0.6301613,4969.9434,,K
157,1635721458409799680,157,4056181652910219264,268.52403493898373,-30.294707279481916,13.744204,17.33235,12.164479,5.1678705,3.5881462,1.5797243,3297.0,,M
187,1635721458409799680,187,1977907554503137920,326.90440761196317,48.4106876749792,13.188316,13.525257,12.685012,0.84024525,0.33694077,0.5033045,5762.0,10.774697,G
195,1635721458409799680,195,5369178821929332608,177.9092101701905,-51.30772499151039,15.151612,15.549264,14.595622,0.9536419,0.39765167,0.5559902,5384.25,1.5717661,G
208,1635721458409799680,208,4184463701655750144,291.34818077696514,-15.067926426607428,16.905449,17.445831,16.209349,1.2364826,0.5403824,0.69610023,4883.0,0.3490525,K
210,1635721458409799680,210,4203560565062107136,284.1369635974669,-9.34372881818983,16.827894,17.699188,15.8958025,1.8033857,0.871294,0.9320917,3958.0,,K
220,1635721458409799680,220,4264048346167435264,288.7699659892003,0.23063813963308438,14.435018,15.317942,13.507698,1.8102436,0.8829241,0.9273195,3942.0,,K
227,1635721458409799680,227,5900156145463575808,224.80435985027088,-52.52405902097256,16.420626,17.40811,15.417425,1.9906845,0.987484,1.0032005,3732.25,,K
248,1635721458409799680,248,4521035583999652224,285.30089575762537,22.96754681743122,16.985966,17.602728,16.217525,1.3852024,0.61676216,0.76844025,4970.44,,K
259,1635721458409799680,259,937406612700514304,102.11525912344057,32.14680353843828,16.544767,17.271555,15.731794,1.5397606,0.72678757,0.812973,4335.61,0.13419908,K
277,1635721458409799680,277,4306742107766789376,286.14948498435905,7.1045846236601555,16.981209,17.900202,16.033537,1.8666649,0.918993,0.9476719,3902.5,0.13667686,K
283,1635721458409799680,283,2073781429396378880,298.19293225273174,40.624400601628395,16.923315,17.7308,16.013466,1.7173347,0.8074856,0.90984917,4173.6665,,K
295,1635721458409799680,295,2086489584783840640,298.39812223138034,48.15920410416322,15.164993,15.541271,14.628337,0.9129343,0.37627792,0.5366564,5428.0,1.6769828,G
302,1635721458409799680,302,2060594436691890432,304.7285255682162,37.22673266116128,16.62323,17.511883,15.5764475,1.9354353,0.8886528,1.0467825,3999.0,,K
311,1635721458409799680,311,5973215252835326208,256.6702455161053,-38.74566002729816,15.655495,17.572332,14.3345785,3.2377539,1.9168377,1.3209162,3692.425,,M
315,1635721458409799680,315,4056183508274364032,268.2955118153858,-30.31955080648925,15.446607,17.976799,13.889001,4.087798,2.5301924,1.5576057,3336.6667,,M
330,1635721458409799680,330,5813353688166821376,261.1330728212998,-66.3884935356119,15.605566,15.9417925,15.093464,0.8483286,0.33622646,0.5121021,5745.0,0.8790763,G
341,1635721458409799680,341,4049890449225397120,271.42040815545306,-30.88460283682159,16.598936,17.353699,15.292031,2.0616674,0.75476265,1.3069048,4082.3333,,K
344,1635721458409799680,344,5486562064826806528,108.6072855897175,-58.07213988680372,16.536627,17.467903,15.591014,1.8768892,0.9312763,0.9456129,3993.0,0.11523852,K
354,1635721458409799680,354,669793797556422784,122.0861488032711,19.851233920249943,15.968096,16.47739,15.320888,1.1565027,0.5092945,0.6472082,4948.0,0.40438184,K
384,1635721458409799680,384,5249811029259328000,146.1270851846772,-63.82638835140019,16.36027,17.046692,15.557622,1.4890699,0.68642235,0.8026476,4451.0,,K
389,1635721458409799680,389,186721542828015744,74.86659368201795,37.39563682453764,14.356977,15.425948,13.325103,2.1008453,1.0689707,1.0318747,3589.75,,M
404,1635721458409799680,404,6657882762655243392,285.88946282061033,-50.880218538086666,16.694494,17.001991,16.100554,0.90143776,0.30749702,0.59394073,5473.543,,G
431,1635721458409799680,431,5561476396234760576,108.9987129467337,-41.02180620446994,16.487255,16.838964,15.955222,0.88374233,0.35170937,0.53203297,5520.54,1.2900896,G
440,1635721458409799680,440,2660443106969457536,352.93347096528146,5.398221109127092,15.273971,16.067564,14.409828,1.6577358,0.7935934,0.8641424,4348.565,0.11690443,K
450,1635721458409799680,450,5504190500396305152,109.15551230979175,-51.409341167089245,13.26586,13.616476,12.752499,0.86397743,0.35061646,0.513361,5787.0,1.2985181,G
474,1635721458409799680,474,6638362548613702016,289.08244848056944,-59.65131291020093,14.474917,14.774828,13.981022,0.7938061,0.29991055,0.49389553,5927.0,1.3520194,G
508,1635721458409799680,508,4119320558300897024,268.8825338069399,-19.653592922168954,16.412247,17.58193,15.239498,2.342432,1.1696835,1.1727486,3662.4102,,M
521,1635721458409799680,521,4043266784937383680,269.1435906793202,-33.193652651420976,16.27643,17.174072,15.181898,1.9921741,0.89764214,1.094532,3871.8877,,K
546,1635721458409799680,546,3057694630865284608,114.46967099813891,-3.757436720710681,16.333508,16.871141,15.663252,1.2078896,0.5376339,0.67025566,4877.9624,,K
574,1635721458409799680,574,6720724800003705088,272.1792222729857,-44.8560280702412,16.330658,16.8699,15.6639,1.2059994,0.5392418,0.6667576,4910.1567,0.48272833,K
577,1635721458409799680,577,4219029422349197568,304.51109913485215,-5.279054988475949,16.962248,17.363638,16.389341,0.97429657,0.40139008,0.5729065,5284.6025,,G
590,1635721458409799680,590,6016866555974173824,247.56483382570877,-41.08385203165537,15.131273,16.835596,13.862527,2.9730692,1.7043228,1.2687464,4255.9834,,K
611,1635721458409799680,611,6435350370926256768,289.60824009201394,-64.59263161255065,13.738057,14.010066,13.302132,0.7079344,0.2720089,0.43592548,6415.0,3.1583345,F
616,1635721458409799680,616,83693901688998528,40.9453252381636,18.28477939479795,16.994568,18.531227,15.779411,2.7518158,1.5366592,1.2151566,4070.8965,,K
617,1635721458409799680,617,4313343433843995904,285.33294889466794,11.077979807489054,16.633997,17.268644,15.858141,1.4105034,0.63464737,0.775856,4465.0,,K
646,1635721458409799680,646,5879215946526056960,220.55785904200238,-58.8878565888923,16.187828,16.835278,15.4014,1.433878,0.6474495,0.78642845,4459.8433,0.5652708,K
651,1635721458409799680,651,4116987222929853824,265.85857838230635,-22.245299784252392,16.78958,18.28631,15.494381,2.7919292,1.4967308,1.2951984,4527.825,,K
663,1635721458409799680,663,5540458853521106432,125.67662426908407,-37.93416221772553,16.43564,16.919436,15.778335,1.1411009,0.48379517,0.6573057,4976.93,,K
671,1635721458409799680,671,6335369540930977280,228.83268902826802,-4.41885761363571,12.250879,12.771031,11.584271,1.18676,0.5201521,0.66660786,4895.5,112.7523,K
672,1635721458409799680,672,6010097824938663424,239.6191048483643,-38.07295248380235,17.066477,17.76353,16.275251,1.4882793,0.6970539,0.79122543,4574.4966,,K
674,1635721458409799680,674,5382199410417609344,171.9082230338377,-43.04873228084111,14.308518,14.690103,13.775758,0.9143448,0.38158417,0.5327606,5453.0,1.3644454,G
693,1635721458409799680,693,4578550384399819392,273.79184584266545,23.891598301894845,16.931627,17.367666,16.340246,1.02742,0.43603897,0.5913811,5194.487,,K
694,1635721458409799680,694,5875196578720163584,230.7894941931629,-61.800023410819186,15.59238,16.006548,14.986677,1.0198708,0.41416836,0.6057024,5200.3833,2.9007435,G
703,1635721458409799680,703,1870126209205699328,310.6934341291499,34.47131638311349,15.690581,16.223133,14.995862,1.2272711,0.53255177,0.6947193,4865.75,1.2187452,K
716,1635721458409799680,716,4039778210692437504,267.67835956059884,-37.90740067499656,15.014302,15.860467,14.083519,1.776948,0.8461647,0.9307833,4085.29,,K
721,1635721458409799680,721,4155388181883389696,280.54913877648397,-9.349721748714305,16.312342,17.109444,15.367528,1.7419157,0.797102,0.9448137,4157.5,0.28737286,K
743,1635721458409799680,743,2211365827631299584,340.1648873397942,64.3067192136056,16.38,17.218552,15.476839,1.7417126,0.8385525,0.9031601,4262.0,0.21510123,K
747,1635721458409799680,747,1748643574623344640,308.13171757063265,6.904914493256136,15.155193,15.492297,14.650857,0.8414402,0.33710384,0.50433636,5778.3335,1.4915484,G
759,1635721458409799680,759,5902477863022241664,227.63624029778725,-49.06070087960538,12.999481,13.729268,12.068416,1.6608524,0.7297869,0.93106556,4376.0,44.845257,K
772,1635721458409799680,772,2174396260981709568,323.3044025729002,53.73584100798834,16.029161,16.67792,15.231445,1.4464741,0.64875793,0.79771614,4427.6035,1.4988086,K
787,1635721458409799680,787,4341254197207057792,252.86978394289622,-5.792292914785686,16.37107,16.96252,15.635987,1.3265333,0.59144974,0.7350836,4739.3877,,K
803,1635721458409799680,803,3034225349014973696,114.34098821247413,-11.210107869455351,16.656515,16.983574,16.032173,0.95140076,0.3270588,0.62434196,5356.0,0.4655624,G
812,1635721458409799680,812,2159250660097029888,271.5902753040909,61.92547436188047,13.099563,13.399663,12.640175,0.7594881,0.30010033,0.45938778,5661.9697,1.3202798,G
837,1635721458409799680,837,5344295774288595328,179.00615283928195,-54.63268341500457,16.32434,16.904123,15.617299,1.2868242,0.5797825,0.70704174,5011.4565,0.26306593,K
842,1635721458409799680,842,5410437823964126720,143.21907787959748,-47.18659818914241,14.489817,15.444225,13.5226555,1.9215698,0.95440865,0.9671612,3804.0,27.630754,K
847,1635721458409799680,847,5214476706962214144,114.01995355004124,-74.94971187003546,16.76637,17.20372,16.1552,1.048521,0.43734932,0.6111717,4955.97,0.9765667,K
867,1635721458409799680,867,6173657154585359744,209.0940058037448,-29.835484115183032,17.006767,17.35388,16.50288,0.85099983,0.34711266,0.5038872,5764.0,,G
897,1635721458409799680,897,2008638286022955136,345.4027376261094,54.96825921092076,14.997992,15.409944,14.420321,0.9896221,0.41195202,0.5776701,5314.3335,0.8124663,G
908,1635721458409799680,908,1393382262356553088,227.66822649979113,42.56850089110386,16.215233,17.11713,15.287792,1.8293381,0.90189743,0.92744064,4184.815,0.09595681,K
934,1635721458409799680,934,2215684400066286720,358.43066911123543,71.56882255002493,13.014112,13.443513,12.420392,1.0231209,0.42940044,0.59372044,5281.0,7.9416122,G
1015,1635721458409799680,1015,2903371782992360576,88.87856850016243,-29.915741336362412,15.99638,16.194677,15.649417,0.5452604,0.1982975,0.34696293,7492.0,,F
1016,1635721458409799680,1016,4197451785853605888,286.5484044656824,-13.82092207176704,14.54688,15.191716,13.774139,1.4175768,0.6448364,0.77274036,4524.77,,K
1018,1635721458409799680,1018,1849560393953065344,325.2419630284267,30.348264893582463,16.12261,16.684462,15.430693,1.2537689,0.5618515,0.6919174,5101.5,0.54662734,K
1019,1635721458409799680,1019,3298476269911465472,62.89180436273607,8.088745701653547,15.393408,15.822022,14.793527,1.0284958,0.42861462,0.5998812,5187.58,,K
1026,1635721458409799680,1026,5352098046249253376,158.6999473510022,-56.162942401997526,17.027723,17.587675,16.24781,1.3398647,0.5599518,0.77991295,4729.3735,,K
1034,1635721458409799680,1034,2092850465706389888,284.5075244361071,35.663636612697864,14.11422,14.691919,13.408346,1.2835732,0.57769966,0.7058735,5001.5,0.17987795,K
1038,1635721458409799680,1038,937472033642525312,103.16644037748722,32.40355732292073,14.660931,15.09304,14.068938,1.0241022,0.43210983,0.5919924,5288.98,0.5616655,G
1043,1635721458409799680,1043,2023134590954958464,291.11477361748535,25.158191351677914,16.94189,17.770607,16.037865,1.7327423,0.8287163,0.90402603,4188.0,,K
1058,1635721458409799680,1058,4097692747948861312,274.2802618763137,-15.978500034536463,16.289099,16.908272,15.48931,1.4189615,0.61917305,0.7997885,4473.52,0.43221182,K
1077,1635721458409799680,1077,5945654653855118976,267.4576143416281,-51.24162865077707,12.149881,12.791301,11.397666,1.3936348,0.6414194,0.7522154,4844.8667,33.81329,K
1110,1635721458409799680,1110,4306735682495506176,286.1200047308254,6.957096251111687,14.922034,15.959016,13.9231205,2.0358953,1.0369816,0.99891376,4174.53,,K
1122,1635721458409799680,1122,4224352162436910720,303.9392392232395,-0.31589358683202534,16.29863,16.835606,15.619069,1.2165365,0.53697586,0.67956066,4912.683,,K
1134,1635721458409799680,1134,2073793141759468800,297.9576222066538,40.780056612378814,17.00097,17.775785,16.131153,1.6446323,0.7748146,0.86981773,4302.6665,,K
1135,1635721458409799680,1135,4103441033481000576,279.49581409577235,-14.970406822965751,15.409649,16.000624,14.658592,1.3420315,0.5909748,0.7510567,4793.3667,1.1019341,K
1138,1635721458409799680,1138,4890553198372393216,62.8662828174216,-25.814154734844696,15.500699,15.926987,14.916819,1.0101681,0.42628765,0.5838804,5333.0,0.82402974,G
1141,1635721458409799680,1141,5251074883519739648,144.14851376484623,-61.66594401939515,16.27439,16.980562,15.467947,1.5126152,0.70617294,0.80644226,4386.75,,K
1145,1635721458409799680,1145,5628829042579932288,133.6059385793957,-32.213282707279156,16.29321,16.832438,15.597304,1.2351332,0.53922844,0.69590473,4890.197,,K
1149,1635721458409799680,1149,3440659135021040512,95.99437414572859,34.94448504789206,16.741455,17.236986,16.0723,1.1646862,0.49553108,0.6691551,4912.5,,K
1155,1635721458409799680,1155,5309657172281639424,145.78410774005928,-52.15325235542807,16.971004,17.690994,16.043104,1.6478901,0.7199898,0.9279003,4413.6665,,K
1172,1635721458409799680,1172,5233137931857163264,156.97968063850445,-67.07793062434008,13.9215555,15.187954,12.813527,2.3744268,1.2663984,1.1080284,4012.9375,,K
1181,1635721458409799680,1181,5359120523926420736,154.30751956225882,-49.249549657071924,14.329203,14.997672,13.551614,1.4460583,0.6684694,0.77758884,4670.02,41.14691,K
1184,1635721458409799680,1184,415236068087491712,11.354153884434169,51.31637272250588,14.202532,14.5437975,13.694395,0.8494024,0.34126568,0.50813675,6567.4224,13.406558,F
1188,1635721458409799680,1188,3325643930927564288,95.10716958055687,8.17503391041945,16.096094,16.541271,15.486253,1.0550184,0.44517708,0.60984135,5298.58,,G
1191,1635721458409799680,1191,4090840694564003968,273.9410798557931,-21.64365748805624,14.453802,16.40163,13.093312,3.3083181,1.9478283,1.3604898,4527.1875,,K
1192,1635721458409799680,1192,1217704837091976704,236.77318987198504,22.53425536519585,16.96734,17.298092,16.453682,0.84440994,0.33075142,0.5136585,5558.6665,,G
1205,1635721458409799680,1205,2907611259311229568,84.51726212940126,-27.72060344866609,13.077026,13.528019,12.480999,1.04702,0.45099258,0.5960274,5106.3066,0.86997414,K
1211,1635721458409799680,1211,1831328494005258880,308.485008991583,24.07179099758514,16.77319,17.174337,16.20192,0.97241783,0.40114784,0.57127,5289.05,,G
1213,1635721458409799680,1213,4052659401708255616,274.01675348633796,-26.413882339436707,15.983838,16.808619,14.905599,1.9030199,0.82478046,1.0782394,4060.0,,K
1222,1635721458409799680,1222,6435493547957234432,287.28384734996115,-64.47676596666766,16.794992,17.223507,16.20901,1.0144978,0.42851448,0.5859833,5354.0,0.37092298,G
1237,1635721458409799680,1237,5426510240116371712,143.583793546584,-40.17386615501189,17.001165,17.515387,16.302065,1.2133217,0.5142212,0.6991005,4886.473,,K
1248,1635721458409799680,1248,5851220387651921408,211.54444719972844,-65.62192929416457,16.81418,17.35611,16.114721,1.2413883,0.54192924,0.6994591,4885.5,0.6645488,K
1257,1635721458409799680,1257,4144666775286142208,268.7674809196285,-17.050170041667656,16.587523,18.063883,15.303894,2.7599888,1.4763603,1.2836285,3904.36,,K
1259,1635721458409799680,1259,947680689868729472,107.09047830959693,40.302717686961934,16.756386,17.240694,16.117935,1.1227589,0.48430824,0.6384506,4965.0,,K
1266,1635721458409799680,1266,5944274461839385472,248.4250349249314,-44.16657401805221,16.770723,18.057535,15.487905,2.5696306,1.2868118,1.2828188,3589.4248,,M
1272,1635721458409799680,1272,4123628921583116160,265.7722284756164,-17.896894363261648,16.689959,17.283186,15.884294,1.3988924,0.5932274,0.805665,4475.0,0.4527182,K
1276,1635721458409799680,1276,5343318858215766272,173.06723476570167,-56.01016634457778,15.939801,16.688335,15.084752,1.6035833,0.7485342,0.85504913,4311.0,,K
1339,1635721458409799680,1339,6437676387776043520,277.45933658533085,-64.86822913287422,16.639471,17.012402,16.098879,0.9135227,0.37293053,0.5405922,5415.0503,,G
1340,1635721458409799680,1340,1141434876568787584,94.4234450997132,79.70219330984328,12.93714,13.552727,12.203167,1.3495598,0.6155863,0.7339735,4823.58,9.181046,K
1368,1635721458409799680,1368,6706854151570608768,275.2072410351027,-47.896462288903315,16.73985,17.140675,16.178526,0.96214867,0.4008255,0.56132317,5355.75,,G
1392,1635721458409799680,1392,2250740575968538752,300.07896226615975,68.8568216860203,14.138485,14.52503,13.586314,0.93871593,0.38654518,0.55217075,5348.0,4.2983317,G
1446,1635721458409799680,1446,4124015610447094784,264.9585742717205,-16.67579354292421,15.005146,16.031815,13.991181,2.0406332,1.0266685,1.0139647,3980.0498,,K
1447,1635721458409799680,1447,2933333337417109120,101.83948618769344,-19.477348062276665,16.51745,16.841843,16.019873,0.82197,0.32439232,0.49757767,5812.0,,G
1458,1635721458409799680,1458,2174199963804426112,323.891054646985,53.67152026491599,14.086315,14.358422,13.623684,0.73473835,0.27210712,0.46263123,6284.0,8.140909,F
1503,1635721458409799680,1503,6042712947587590400,240.44242483834606,-28.35872992595693,16.835966,17.397507,16.117561,1.2799454,0.5615406,0.71840477,4931.2026,,K
1514,1635721458409799680,1514,1936607183336096896,349.4380734397747,42.70020525221921,16.076628,17.060486,15.092668,1.9678183,0.9838581,0.98396015,3728.0,0.090068,K
1517,1635721458409799680,1517,6235746541850706944,238.61401080883084,-25.30774949177409,16.90174,17.2937,16.321861,0.971838,0.39196014,0.57987785,5274.855,,G
1528,1635721458409799680,1528,5418469687680927872,150.2687746551063,-42.76777492367241,15.1638775,15.537856,14.6243105,0.9135456,0.3739786,0.539567,5439.3833,0.919287,G
1529,1635721458409799680,1529,6709400964086776960,277.72098788259757,-45.403525594540724,16.729567,17.115923,16.119955,0.99596786,0.38635635,0.6096115,5320.8926,0.3778152,G
1531,1635721458409799680,1531,3110353713054617728,111.37459801271581,-0.6299447589652519,16.040842,16.387266,15.519201,0.8680649,0.3464241,0.5216408,5579.7246,1.2249564,G
1545,1635721458409799680,1545,5799942807412691456,222.05843807645294,-69.15956800648803,16.629728,17.132631,15.973998,1.1586332,0.502903,0.65573025,4943.0,,K
1547,1635721458409799680,1547,2208941507572674560,348.56985015035065,65.8731900839621,16.995684,18.096151,15.788913,2.3072386,1.1004677,1.2067709,3786.1523,,K
1575,1635721458409799680,1575,6662436939817029504,285.567624330697,-47.17835039455406,16.888567,17.263506,16.350647,0.91285896,0.37493896,0.53792,5435.3335,,G
1594,1635721458409799680,1594,6354320074808686464,342.31183048311834,-77.19830911459853,15.769796,16.286512,15.100833,1.1856794,0.516716,0.66896343,4880.18,2.850596,K
1603,1635721458409799680,1603,5369128652410748672,178.6810456215428,-50.74408543183925,14.739866,15.0050745,14.259869,0.7452059,0.26520824,0.47999763,6082.87,4.0050035,F
1616,1635721458409799680,1616,5927609129747187968,250.73487260768357,-57.69679049557094,15.7808895,16.772429,14.8030615,1.969367,0.991539,0.977828,4106.96,,K
1626,1635721458409799680,1626,4187550129570302080,291.0785680090674,-12.019174230200143,10.28767,11.095381,9.434653,1.6607275,0.80771065,0.85301685,4219.44,80.01449,K
1640,1635721458409799680,1640,2217219730615749120,321.6708345631129,63.290820213769436,13.264626,14.083926,12.37334,1.7105865,0.81930065,0.8912859,4244.5,9.366549,K
1645,1635721458409799680,1645,2035774370442820480,287.57869531792875,25.456368541809358,17.033098,17.641981,16.285591,1.35639,0.6088829,0.7475071,4785.0,0.3523058,K
1655,1635721458409799680,1655,6708909757272625792,280.62959314200657,-44.940507101390104,11.452609,12.120574,10.697075,1.4234991,0.66796494,0.7555342,4562.74,101.250534,K
1656,1635721458409799680,1656,4515787133972954752,290.1281886638705,19.464214801152547,8.02111,8.59585,7.3450108,1.2508392,0.5747404,0.6760988,4845.3926,33.123184,K
1658,1635721458409799680,1658,2939861687703441920,97.00929384311222,-19.641906521268478,16.023298,16.71858,15.2087965,1.5097837,0.695282,0.81450176,4408.0,0.51519674,K
1678,1635721458409799680,1678,3536927597144884096,164.76192403215887,-24.02231462168107,15.716591,16.040417,15.22495,0.8154669,0.32382584,0.49164104,5793.0,1.6689252,G
1685,1635721458409799680,1685,4304292597718178944,299.71067608201065,12.943395289990299,16.428404,16.69059,15.69008,1.0005102,0.26218605,0.73832417,5286.9,,G
1697,1635721458409799680,1697,539693774963929984,2.248322144398258,75.41771420624137,16.25174,16.899487,15.483279,1.4162073,0.64774704,0.7684603,4587.5,0.38738993,K
1708,1635721458409799680,1708,5220960703127968768,124.69523566646815,-72.81697282043201,15.991571,16.342573,15.478691,0.86388206,0.35100174,0.5128803,5789.0,1.3551943,G
1711,1635721458409799680,1711,4117161495509299968,265.11045693748156,-22.28649345536391,14.573807,16.859962,13.162365,3.6975975,2.2861557,1.4114418,3499.0,,M
1726,1635721458409799680,1726,5561524087551973120,110.44404390364184,-40.90508961597764,16.561739,16.907246,15.896909,1.0103369,0.34550667,0.6648302,5343.0,,G
1735,1635721458409799680,1735,4161986591628734464,265.4461667525376,-12.565349113815149,17.01963,17.709408,16.118055,1.5913525,0.6897774,0.9015751,4346.1,0.2283388,K
1746,1635721458409799680,1746,5078029585994361088,45.4808592115847,-23.42752622097033,16.820244,17.1642,16.25262,0.91157913,0.343956,0.56762314,5355.575,,G
1767,1635721458409799680,1767,4035628653827028480,269.51975690096157,-39.7332456449551,15.2627125,15.825746,14.554269,1.2714767,0.5630331,0.70844364,4935.1167,,K
1784,1635721458409799680,1784,886712868891843840,110.02541928639464,30.86247575982987,14.672538,14.848362,13.764417,1.0839453,0.17582417,0.9081211,5144.95,,K
1785,1635721458409799680,1785,5335999404996201728,171.61832307285826,-60.531421917831594,14.969609,15.293914,14.389998,0.9039154,0.32430458,0.5796108,5504.0,5.852988,G
1810,1635721458409799680,1810,5936951473942076288,251.28773678594357,-52.06106039686219,16.315937,17.248112,15.346083,1.902029,0.9321747,0.96985435,4009.4475,,K
1813,1635721458409799680,1813,6032774496395593984,254.16747773004732,-28.560775630524525,16.102943,16.614908,15.449284,1.1656246,0.5119648,0.6536598,4981.3335,0.6714724,K
1848,1635721458409799680,1848,4372562447211601152,267.0082586256982,0.9445797837858902,16.734013,17.291258,16.008907,1.2823505,0.55724525,0.7251053,4774.12,,K
1856,1635721458409799680,1856,4295494821064213376,292.3156693653841,7.144489093239074,15.329848,15.865513,14.649519,1.2159939,0.53566456,0.6803293,4887.43,1.3272231,K
1877,1635721458409799680,1877,1883743420185026048,341.7994409141066,26.86438433345994,12.833718,13.167027,12.3408165,0.826211,0.33330917,0.4929018,5864.0,2.1056786,G
1880,1635721458409799680,1880,2040972827051871360,286.07984452963154,30.588708915078744,16.892433,17.469727,16.116447,1.3532791,0.5772934,0.7759857,4582.84,0.15862747,K
1882,1635721458409799680,1882,4050708971118813440,272.1719807173346,-29.17476687733004,14.856392,15.768143,13.813706,1.9544363,0.9117508,1.0426855,3875.38,,K
1896,1635721458409799680,1896,5933900604077186944,245.3580911667046,-52.41518294271351,15.593056,15.947622,15.019494,0.92812824,0.35456657,0.57356167,5349.25,,G
1904,1635721458409799680,1904,1962457491980608256,331.240212784506,43.80134723728726,14.725791,15.288128,14.011546,1.2765818,0.5623369,0.71424484,4899.1426,3.5217886,K
1910,1635721458409799680,1910,5925578194338916224,260.49483719537005,-50.29371154652763,16.303843,16.624102,15.662317,0.96178436,0.3202591,0.64152527,5593.75,,G
1928,1635721458409799680,1928,5925778747805417728,259.01707122138373,-51.582070571303014,16.107265,16.590967,15.452078,1.1388893,0.4837017,0.6551876,4976.93,0.58436555,K
1946,1635721458409799680,1946,864907289865983744,112.8057398679994,20.572575963964603,15.808918,16.552254,14.972591,1.5796623,0.7433357,0.8363266,4318.4,0.16346812,K
1952,1635721458409799680,1952,566938401788417024,15.465837797036247,81.98804019702993,13.702908,14.351455,12.936819,1.4146357,0.6485472,0.7660885,4860.745,9.482081,K
1970,1635721458409799680,1970,2055448069443712000,303.9968950230061,33.85173294732316,16.443655,17.215235,15.550968,1.6642666,0.77157974,0.89268684,4232.0,,K
1992,1635721458409799680,1992,5315908445631470080,125.11393018341735,-56.37558843624841,15.449651,15.932079,14.805275,1.1268044,0.48242855,0.6443758,4966.0,2.0818756,K
1995,1635721458409799680,1995,4041993417395224320,270.26543960438846,-35.29094881551407,16.573547,17.308508,15.531907,1.7766008,0.73496056,1.0416403,4158.71,,K
2009,1635721458409799680,2009,6420526617722026624,291.54159066062545,-70.14131863495204,15.990818,16.168573,15.613404,0.5551691,0.17775536,0.37741375,6911.72,,F
2011,1635721458409799680,2011,5972503941855637888,260.9183557883729,-38.97517530993718,14.220934,15.441088,13.10106,2.3400278,1.2201538,1.119874,4338.1997,12.499013,K
2030,1635721458409799680,2030,2903476236597190656,88.21979627353892,-29.960040489451476,17.037945,17.559893,16.376959,1.1829338,0.52194786,0.66098595,4925.3335,0.24285045,K
2031,1635721458409799680,2031,4042405047041473792,270.00013419208153,-34.05593956463421,13.63324,13.969042,13.124968,0.84407425,0.33580208,0.5082722,5760.0,2.6181972,G
2033,1635721458409799680,2033,5612603373389489792,113.8708282223918,-26.210520772947337,16.676353,17.112427,16.067501,1.0449257,0.4360733,0.6088524,5165.6294,,K
2052,1635721458409799680,2052,4122928017287315456,261.2641799840021,-17.896914633057808,15.387506,15.875686,14.65223,1.2234554,0.48818016,0.73527527,4863.3574,0.31785023,K
2060,1635721458409799680,2060,5407663790488463232,152.30583820115874,-47.23595881474289,15.576017,15.872966,15.116353,0.7566128,0.29694843,0.45966434,5760.88,,G
