,solution_id,random_index,source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,teff_val,lum_val,class
39718,1635721458409799680,39718,5930930926224336640,250.911184369207,-52.564238994464176,16.196404,16.664062,15.568879,1.0951834,0.467659,0.6275244,4911.893,0.9632593,K
39722,1635721458409799680,39722,5922904147680682624,261.20660636344644,-54.94767116488624,16.900671,17.382795,16.29045,1.0923462,0.48212433,0.61022186,5054.8364,,K
39762,1635721458409799680,39762,5960184120271395072,261.82412493323255,-40.16256302908121,14.63911,16.377222,13.275555,3.1016674,1.7381124,1.363555,4155.5303,,K
39765,1635721458409799680,39765,2047094662979963392,296.2614093943134,34.444375163430365,15.671942,16.320745,14.876317,1.4444284,0.6488037,0.79562473,4443.0,,K
39778,1635721458409799680,39778,6232374202244401664,222.9852231747006,-21.301552768052094,16.568571,16.966522,16.0042,0.96232224,0.39795113,0.5643711,5395.25,,G
39780,1635721458409799680,39780,1832826376749659136,306.56887709622595,26.079405334160793,16.920065,17.569223,16.144974,1.4242496,0.6491585,0.7750912,4627.91,0.4090086,K
39785,1635721458409799680,39785,4179835513605825536,292.21001598425494,-17.792313233109507,15.564042,15.854593,14.755974,1.0986195,0.2905512,0.8080683,5038.0,,K
39795,1635721458409799680,39795,1755649967657431040,306.80200499473756,11.996235374508455,17.05711,17.44252,16.512571,0.9299488,0.3854103,0.5445385,5416.6953,,G
39802,1635721458409799680,39802,3051924664427338112,108.82270285417391,-7.335791887698916,15.183138,15.068497,14.116756,0.95174026,-0.11464119,1.0663815,5095.6333,,K
39809,1635721458409799680,39809,4067747312573872256,268.92112010109236,-24.30661481510392,16.983538,18.174826,15.875877,2.2989483,1.191288,1.1076603,4173.94,,K
39817,1635721458409799680,39817,3052347602744642432,105.38223618616651,-7.867785164372203,16.928284,17.433624,16.242903,1.1907215,0.5053406,0.68538094,4883.5,,K
39831,1635721458409799680,39831,5334536715276851840,178.9622778231975,-63.05809183036907,12.380152,12.731336,11.869788,0.86154747,0.3511839,0.5103636,5762.5,2.283543,G
39846,1635721458409799680,39846,5364939483049331456,156.47371672363855,-49.28400986459561,12.604176,13.233174,11.86617,1.3670044,0.62899876,0.73800564,4728.0,71.38737,K
39857,1635721458409799680,39857,5448066238593969792,158.42540274119563,-32.42662897898183,13.685987,14.0158825,13.191316,0.82456684,0.32989502,0.49467182,5823.6665,,G
39895,1635721458409799680,39895,3370969098757639296,98.32085174527175,17.325565118388617,9.7218485,10.417382,8.95025,1.4671326,0.69553375,0.7715988,4495.5503,62.75122,K
39902,1635721458409799680,39902,3051455452136236032,107.52144394380913,-8.102949752120951,16.018456,16.422915,15.448986,0.97392845,0.404459,0.56946945,5345.0,1.1602834,G
39919,1635721458409799680,39919,5583430104386715520,99.23172922786688,-33.56943357591783,15.167753,15.487003,14.684668,0.80233574,0.3192501,0.48308563,5853.6665,1.371841,G
39932,1635721458409799680,39932,6078841903245674240,188.24142877218145,-51.87595493658223,16.280169,15.687135,14.712269,0.9748659,-0.5930338,1.5678997,5095.6333,,K
39941,1635721458409799680,39941,3004169236591265664,93.26045719986915,-10.568753935309715,15.865728,16.359474,15.215368,1.1441059,0.4937458,0.6503601,5007.13,1.1891142,K
39975,1635721458409799680,39975,6055911657007590400,197.63408024947523,-60.03603772057184,16.166027,16.657375,15.472772,1.1846037,0.49134827,0.6932554,4899.0,,K
39983,1635721458409799680,39983,4052612122741702272,273.70896215430156,-26.788961763323552,16.316353,17.085407,15.296526,1.7888813,0.7690544,1.0198269,4040.935,,K
39991,1635721458409799680,39991,5900360998236216448,226.58881511695407,-52.05774904263522,13.572154,14.391496,12.656246,1.7352495,0.81934166,0.91590786,4079.2773,27.802439,K
39995,1635721458409799680,39995,3313746871513051648,66.68744019119822,16.96138229993157,16.757172,17.262178,16.076466,1.1857128,0.5050068,0.680706,4891.73,,K
40005,1635721458409799680,40005,5881021069757576704,222.60804904754033,-57.00415841501941,17.035398,17.628595,16.006935,1.6216602,0.59319687,1.0284634,4443.427,,K
40019,1635721458409799680,40019,4158111775201735168,271.9096801911006,-9.911714419869611,16.394623,17.299307,15.448483,1.8508234,0.90468407,0.94613934,4062.6074,,K
40029,1635721458409799680,40029,4052806285260319232,275.3354602796948,-26.22008592582188,16.111965,16.867968,15.165689,1.7022781,0.7560024,0.9462757,4101.4053,,K
40034,1635721458409799680,40034,5271765080999079296,127.19754685026895,-68.32594475369874,13.981397,14.648977,13.2065525,1.4424248,0.6675806,0.77484417,4654.1206,55.007904,K
40036,1635721458409799680,40036,2953138015731816448,102.9641332415898,-11.490719346282008,16.841942,18.059996,15.730115,2.3298807,1.2180538,1.1118269,3976.12,,K
40038,1635721458409799680,40038,5995377490239344256,240.0238948913081,-40.89600060066522,16.91291,17.65497,15.980196,1.6747742,0.7420597,0.93271446,4110.34,,K
40046,1635721458409799680,40046,4292948764452941056,291.13259865589697,5.268053594166057,11.931032,12.669233,11.112488,1.5567455,0.73820114,0.8185444,4444.25,54.978264,K
40072,1635721458409799680,40072,5718859356770872064,116.00462966237932,-16.6078259274609,15.481753,15.896607,14.897897,0.99871063,0.41485405,0.5838566,5342.3335,0.6648538,G
40098,1635721458409799680,40098,5871747891761259776,208.18424730975795,-57.55285251280297,16.703176,17.235126,16.027193,1.2079334,0.53195,0.6759834,4969.5,0.55617714,K
40101,1635721458409799680,40101,5917360100829348480,257.9373462574642,-55.73652033043727,16.7115,17.974829,15.600105,2.3747234,1.2633286,1.1113949,3962.4033,,K
40107,1635721458409799680,40107,5226873876665927936,174.4112312759421,-73.45475155920163,14.539183,15.339086,13.66042,1.6786652,0.7999029,0.87876225,4243.0,41.906796,K
40125,1635721458409799680,40125,4037389349868449024,270.20652543967503,-36.55020757649694,16.204641,16.71277,15.257316,1.4554548,0.5081291,0.9473257,4512.6323,,K
40129,1635721458409799680,40129,3239924458233895296,76.65783075779503,5.553761530233962,15.231108,15.517783,14.772965,0.74481773,0.28667545,0.45814228,6146.0,3.5044577,F
40147,1635721458409799680,40147,4521670792473545984,275.9061849027053,15.125737946724307,17.05394,18.25379,15.914051,2.3397388,1.1998501,1.1398888,3557.3875,0.10525981,M
40151,1635721458409799680,40151,436090878791077888,45.58130992468434,48.20191118412853,16.366087,16.864895,15.703011,1.1618843,0.4988079,0.6630764,4908.5,,K
40175,1635721458409799680,40175,6059163084678801024,186.2072119943965,-59.193782743916096,16.70021,17.838762,15.627092,2.21167,1.1385517,1.0731182,4059.1953,,K
40180,1635721458409799680,40180,4486334820915106688,266.99529145465743,7.13316656562792,12.504686,12.898485,11.953015,0.94546986,0.39379883,0.551671,5408.0,3.0321887,G
40185,1635721458409799680,40185,5617758266164254336,109.46611354997894,-24.03310700454581,15.56,15.919755,15.034662,0.88509274,0.35975456,0.5253382,5747.5,0.9666643,G
40193,1635721458409799680,40193,2005121223211511808,335.96947367159333,55.00457220449963,16.110674,17.120178,15.108837,2.011341,1.0095043,1.0018368,3708.3333,,K
40208,1635721458409799680,40208,2164395786102838272,317.50187456616277,47.119072100595915,11.986189,12.776707,11.1302185,1.6464882,0.7905178,0.8559704,4224.0,66.53411,K
40217,1635721458409799680,40217,4129888548653294080,250.11626659269027,-21.265268542799,16.404478,17.279875,15.446249,1.8336258,0.8753967,0.95822906,3957.3333,0.11328843,K
40235,1635721458409799680,40235,4056489718049167872,268.871015143859,-29.590333805666205,16.999445,16.88133,15.304991,1.5763397,-0.11811447,1.6944542,5095.6333,,K
40261,1635721458409799680,40261,4204833735114793216,288.89484521097893,-7.548204702671672,15.105736,15.8062525,14.294931,1.5113211,0.7005167,0.81080437,4438.365,,K
40264,1635721458409799680,40264,2178841552134459136,321.81530619982703,57.418054057749025,14.409904,15.21099,13.517949,1.6930408,0.8010864,0.8919544,4264.0,0.7407282,K
40265,1635721458409799680,40265,2215860047054466944,323.4078058344392,61.13301367825573,15.945392,16.829704,15.017732,1.8119726,0.8843126,0.92766,3960.0,,K
40281,1635721458409799680,40281,4477257532108850944,277.29521336473965,6.819231124888864,16.925617,17.776823,16.03435,1.7424736,0.8512058,0.8912678,4087.0,,K
40295,1635721458409799680,40295,379026710639844480,7.672267547489425,38.297800322692474,15.332023,15.750689,14.752142,0.9985466,0.4186659,0.5798807,5330.25,0.6490247,G
40302,1635721458409799680,40302,5353718898186276224,160.39356062386648,-54.88477054733472,15.154073,15.573415,14.575895,0.9975195,0.41934204,0.57817745,5351.5,0.7160143,G
40304,1635721458409799680,40304,5923834094017992576,256.81577749903084,-53.42247626409522,15.207851,15.951786,14.377946,1.5738401,0.74393463,0.8299055,4295.6665,,K
40328,1635721458409799680,40328,3108051816745743232,108.27245191249285,-3.4330199027138684,16.887518,17.324812,16.2863,1.0385113,0.437294,0.60121727,5078.5,,K
40333,1635721458409799680,40333,4065174519757237888,274.2814686943339,-25.032218187891687,16.44905,16.874641,15.190004,1.6846371,0.42559052,1.2590466,4777.0,,K
40345,1635721458409799680,40345,4035607728751455744,269.00616125164106,-39.978501644506025,17.024496,17.530148,16.054401,1.4757462,0.5056515,0.9700947,4512.6323,,K
40347,1635721458409799680,40347,4143581656005377408,270.4295568096903,-17.87531236829693,16.76566,17.984007,15.531368,2.4526386,1.2183475,1.2342911,3503.2524,,M
40355,1635721458409799680,40355,925637989991571328,118.49100035252052,42.92706838480335,15.0515375,15.390156,14.537589,0.8525667,0.33861828,0.51394844,5760.0,5.2314577,G
40382,1635721458409799680,40382,4127399975885300608,252.42705540377798,-20.36214878706598,17.015715,17.537777,16.310223,1.2275543,0.5220623,0.705492,4946.7197,,K
40385,1635721458409799680,40385,5911925695870372992,266.4298302752583,-60.34513494176776,14.78662,15.0841055,14.325928,0.75817776,0.29748535,0.4606924,5760.88,2.4016023,G
40386,1635721458409799680,40386,5795538095104692352,228.7127055216574,-71.46498884189903,15.325494,15.659701,14.820973,0.83872795,0.33420753,0.5045204,5760.0,1.931215,G
40405,1635721458409799680,40405,2238749920631537408,293.8227920712403,59.480327319872416,13.317942,13.525389,12.963936,0.56145287,0.20744705,0.3540058,7114.0,10.198128,F
40415,1635721458409799680,40415,4099371466023773312,282.6326931890129,-16.186112176828768,13.832848,14.675007,12.942137,1.7328701,0.8421593,0.89071083,4165.98,29.62517,K
40418,1635721458409799680,40418,4253895284028779648,284.3887560787285,-5.744130676876674,15.400769,16.361134,14.424714,1.9364195,0.96036434,0.97605515,3869.0,,K
40419,1635721458409799680,40419,5868972483888604416,205.1983972705676,-60.51252894712979,16.152231,16.644365,15.484695,1.1596699,0.4921341,0.6675358,4928.3335,1.4379268,K
40471,1635721458409799680,40471,1803266968699516928,303.64272059953333,13.126436794496696,17.007683,17.438044,16.407211,1.0308323,0.4303608,0.6004715,5131.92,,K
40476,1635721458409799680,40476,5735325986494846720,132.24165438718018,-12.262736268587318,16.58776,16.814716,16.212418,0.60229874,0.22695541,0.37534332,6948.6665,,F
40481,1635721458409799680,40481,3466961377302372608,177.83946857902882,-32.917222565857145,13.902915,14.451566,13.220616,1.2309494,0.54865074,0.68229866,5008.0,6.502926,K
40502,1635721458409799680,40502,5874684584266641664,223.720848816533,-62.36529069145645,16.954214,18.150581,15.835977,2.3146048,1.1963673,1.1182375,3492.75,,M
40507,1635721458409799680,40507,4143683571360377728,268.83248245545394,-18.26076575327654,16.62323,18.152586,15.37224,2.780346,1.529356,1.2509899,4012.71,,K
40509,1635721458409799680,40509,4118650985761940096,267.21486613927084,-21.227362243482307,16.946846,18.147224,15.703429,2.4437952,1.2003784,1.2434168,3622.225,,M
40521,1635721458409799680,40521,6890872502098045184,319.6673417686994,-13.309297993652667,16.300386,17.04396,15.468283,1.5756779,0.74357414,0.8321037,4278.9053,0.12318778,K
40561,1635721458409799680,40561,5862666612919441152,191.69947235695744,-64.1382232299616,16.804075,18.610687,15.448742,3.1619453,1.806612,1.3553333,4266.255,,K
40586,1635721458409799680,40586,5571174260587431808,91.90231822187447,-43.462946919900666,16.032293,16.452831,15.443421,1.0094099,0.42053795,0.58887196,5273.6997,0.4815588,G
40589,1635721458409799680,40589,5864700571965747072,207.98348774291551,-62.934949656955254,15.665544,16.127483,15.033243,1.0942402,0.4619398,0.6323004,5012.11,1.9334594,K
40592,1635721458409799680,40592,4656313653513126016,71.23995949625292,-68.3192921536402,16.540926,17.21426,15.759825,1.4544353,0.6733341,0.7811012,4476.723,,K
40595,1635721458409799680,40595,4058603632117380096,262.4893991934751,-30.295020081080967,17.027504,18.2967,15.634279,2.6624203,1.2691956,1.3932247,3651.865,,M
40612,1635721458409799680,40612,5546408929420764288,124.20355256025589,-34.20488037551116,16.82926,17.288994,16.2189,1.0700932,0.45973396,0.6103592,5077.0,0.5521717,K
40628,1635721458409799680,40628,1435190745326633984,268.1057082119275,60.396556022977215,6.813635,6.9377213,6.664557,0.27316427,0.12408638,0.14907789,7799.5,55.18398,A
40637,1635721458409799680,40637,4063025008894012160,271.87123320960194,-27.396611554431566,16.60993,17.007061,15.700304,1.306757,0.39713097,0.909626,4848.5,,K
40653,1635721458409799680,40653,6055400693304816256,190.6387265147833,-62.11166079207786,16.923832,17.84333,15.978364,1.8649664,0.91949844,0.94546795,3916.75,0.37266913,K
40656,1635721458409799680,40656,6336491150166201216,228.05336449666285,-2.850762901925872,13.812984,14.41371,13.082547,1.3311625,0.6007252,0.7304373,4963.5,0.23764364,K
40662,1635721458409799680,40662,1996562998347863168,346.2270774523353,54.475910826155676,17.048958,17.500984,16.422878,1.0781059,0.45202637,0.62607956,5022.85,,K
40666,1635721458409799680,40666,111514535169342848,46.83961396832826,24.018413086704058,16.49759,16.919909,15.90223,1.0176783,0.4223194,0.59535885,5184.7925,,K
40670,1635721458409799680,40670,5979795314534425728,258.08278544138597,-33.462844680622624,15.895817,16.405785,15.2137,1.1920843,0.5099678,0.6821165,4897.033,0.37766635,K
40675,1635721458409799680,40675,2894262054280327040,99.76050061609283,-30.24216000206078,16.053524,16.506773,15.463441,1.0433321,0.45324898,0.5900831,5152.52,,K
40681,1635721458409799680,40681,4202142130695153536,283.4508396048261,-11.33507029083152,16.88946,17.7903,15.9670515,1.8232489,0.90084076,0.9224081,4028.095,0.46043292,K
40700,1635721458409799680,40700,4052546873575529344,274.4051367613316,-26.973387004864804,16.129393,16.700314,15.084829,1.6154842,0.57092094,1.0445633,4470.0,,K
40701,1635721458409799680,40701,5934134525162103680,247.52070473582262,-52.0525387232181,15.876965,16.227308,15.073162,1.1541462,0.3503437,0.8038025,4987.0,2.3936057,K
40741,1635721458409799680,40741,5977824061982037760,253.75607775804963,-35.03988974433692,13.847546,14.604673,12.999332,1.605341,0.75712776,0.8482132,4369.0,0.40986,K
40774,1635721458409799680,40774,1866995143684593408,318.52843615614154,34.44893104841902,16.747484,17.19818,16.148783,1.0493965,0.45069504,0.5987015,5112.96,,K
40775,1635721458409799680,40775,3182719445221279872,76.54296762108085,-9.603838506337135,16.664986,16.962078,16.186485,0.7755928,0.29709244,0.47850037,5863.25,,G
40776,1635721458409799680,40776,5605638864886668032,110.85650784183014,-29.813274032040876,17.01702,17.460901,16.412107,1.0487938,0.443882,0.6049118,5102.5,,K
40779,1635721458409799680,40779,129319957753708928,43.03529701474084,30.47342375467913,16.904541,16.891037,15.7413225,1.1497145,-0.013504028,1.1632185,5076.0,,K
40798,1635721458409799680,40798,5618046750529558912,108.78656959003499,-23.21240629160829,16.643902,17.149761,15.966919,1.1828423,0.5058594,0.6769829,4886.6665,0.3728722,K
40809,1635721458409799680,40809,2065893532968486656,313.5630914929691,42.13283496377128,15.175,16.16339,14.186017,1.9773722,0.988389,0.98898315,3705.25,0.8798025,K
40810,1635721458409799680,40810,5827007316206124416,232.61374985819688,-62.84360037701676,14.637636,15.541197,13.70211,1.8390865,0.90356064,0.9355259,3918.0,,K
40830,1635721458409799680,40830,3327108854072357248,96.76568988075836,8.891609760003263,17.005854,17.505995,16.338795,1.1672001,0.50014114,0.66705894,4898.25,,K
40833,1635721458409799680,40833,5701283251078426240,123.10070766745233,-21.115216120953367,16.080992,16.513464,15.50065,1.0128136,0.43247223,0.58034134,5277.75,0.851527,G
40835,1635721458409799680,40835,4252480998480278144,282.33963078696536,-6.489826155179903,15.732964,16.255793,15.010767,1.2450256,0.52282906,0.7221966,4907.27,0.6601761,K
40837,1635721458409799680,40837,1863253608699464704,310.80885228925257,33.33055593494075,16.549887,17.35688,15.566048,1.7908325,0.8069935,0.98383904,4062.5,,K
40839,1635721458409799680,40839,5961659664847794944,262.79318878521184,-39.87681091559124,14.04176,15.280382,12.935286,2.3450966,1.2386217,1.1064749,3425.0,,M
40842,1635721458409799680,40842,5934642877406793344,244.34379331068513,-52.3835863252163,16.395588,17.02295,15.4240675,1.5988817,0.6273613,0.9715204,4403.0,,K
40849,1635721458409799680,40849,5637301947900784000,142.36322025020732,-26.57290291498459,14.819157,15.168716,14.302472,0.8662443,0.34955978,0.51668453,5744.0,1.862849,G
40852,1635721458409799680,40852,2963793142395627008,84.4974352196116,-23.19314245360195,16.666193,17.203777,15.989317,1.2144604,0.5375843,0.67687607,4916.0,0.29397917,K
40860,1635721458409799680,40860,6007003112016944896,229.04242078401725,-38.773957120360244,17.068306,18.186148,15.832745,2.353403,1.1178417,1.2355614,3655.0,,M
40864,1635721458409799680,40864,5406052250049102848,149.01462550109525,-50.5122624960757,15.976801,16.67859,15.071225,1.6073656,0.70178986,0.90557575,4338.81,,K
40869,1635721458409799680,40869,6722652312594589952,280.45660230081717,-41.11602880370299,14.968018,15.401266,14.376542,1.024724,0.43324852,0.5914755,5663.4634,0.49206835,G
40882,1635721458409799680,40882,2199385652020119168,329.3534906630996,58.103461388195804,16.155132,16.955116,15.274495,1.6806211,0.799984,0.88063717,4248.25,0.44138095,K
40888,1635721458409799680,40888,5615140844379980544,114.54766081319353,-24.128864087306116,14.989601,15.775653,14.120334,1.6553192,0.78605175,0.86926746,4213.755,,K
40891,1635721458409799680,40891,5860730853980976000,182.7134088315766,-65.74725209775889,16.757841,17.242949,16.115538,1.1274109,0.48510742,0.64230347,5257.5073,0.41092604,G
40894,1635721458409799680,40894,1335357116749042560,261.84972855431823,33.2961396335568,14.270545,14.707965,13.668194,1.0397711,0.4374199,0.6023512,5096.33,44.110462,K
40903,1635721458409799680,40903,5982777945981067776,237.60712929947138,-49.98457832532059,17.013819,18.203197,15.92614,2.2770576,1.1893787,1.0876789,3517.0,,M
40904,1635721458409799680,40904,4075864732108649088,278.3911756164843,-26.51107516184932,16.875965,17.441376,16.147318,1.2940578,0.5654106,0.72864723,4978.6665,,K
40916,1635721458409799680,40916,4053585873363786368,264.1561394779549,-34.04624152018646,15.265214,16.521336,14.139591,2.3817444,1.2561216,1.1256227,3793.2832,,K
40928,1635721458409799680,40928,4497064478156624384,273.29947647030525,13.13523583737607,15.613596,16.034813,15.032608,1.0022049,0.42121696,0.58098793,5344.0,1.3438572,G
40940,1635721458409799680,40940,2031759916095708800,296.5008890779004,29.151936992838042,16.826452,17.980206,15.733415,2.246791,1.1537533,1.0930376,3539.0,,M
40941,1635721458409799680,40941,1856506043275196288,311.22373227001736,27.76430522119191,16.89889,17.237564,16.300882,0.93668175,0.33867455,0.5980072,5359.0,0.4208233,G
40963,1635721458409799680,40963,3099263454662913920,103.28432876066206,-7.150455673045553,15.121113,15.527083,14.544508,0.9825754,0.40597057,0.57660484,5334.55,1.5376002,G
40976,1635721458409799680,40976,4062537581641961600,269.4778483744398,-29.07327659013233,16.83401,17.461418,15.382216,2.0792017,0.627409,1.4517927,4410.0,,K
40980,1635721458409799680,40980,6032377607012472448,249.39079454307006,-28.512811272699928,16.593996,17.401129,15.674424,1.7267046,0.8071327,0.9195719,4164.0,,K
40981,1635721458409799680,40981,6178365229015142784,206.53376715662264,-26.212238861846206,14.913249,15.306488,14.362074,0.94441414,0.39323902,0.5511751,5396.6665,0.6066797,G
40982,1635721458409799680,40982,245046683315007360,57.876526622355385,46.1885756386243,16.986822,17.449942,16.084927,1.365015,0.4631195,0.9018955,4514.3066,,K
40995,1635721458409799680,40995,4148494553203002880,268.7331775149059,-14.826750029360241,16.160927,18.201378,14.808345,3.393033,2.040451,1.352582,3930.52,,K
41009,1635721458409799680,41009,4036891301126595072,268.7936442641532,-37.54829580887637,16.122684,17.016811,15.10047,1.9163418,0.8941269,1.0222149,3915.24,,K
41039,1635721458409799680,41039,959331110780800256,93.28233517909935,39.6146089795656,17.039335,17.634077,16.299908,1.3341694,0.5947418,0.73942757,4805.185,,K
41042,1635721458409799680,41042,457066472575934848,32.3855543788323,56.66248407672982,16.184803,17.140255,15.211301,1.9289541,0.95545197,0.97350216,3874.2266,,K
41071,1635721458409799680,41071,3373046179301744128,97.57665594636282,21.171701219170952,13.225897,13.5379305,12.759189,0.77874184,0.31203365,0.46670818,5899.5,1.8101012,G
41084,1635721458409799680,41084,4073009192938865408,281.4996190802555,-26.48627139478754,16.820017,17.45966,16.0306,1.42906,0.6396427,0.78941727,4451.3335,,K
41089,1635721458409799680,41089,939195758636662400,104.9247919167927,34.16631739775851,14.689839,15.009135,14.166867,0.842268,0.31929588,0.5229721,5623.5,1.6390593,G
41092,1635721458409799680,41092,6032656711200247168,252.79090704012918,-29.316778760764176,16.959019,17.47724,16.284801,1.1924381,0.5182209,0.6742172,4901.0,,K
41094,1635721458409799680,41094,2034203340146917376,300.04626801362207,33.0666820254661,16.075535,16.590576,15.38863,1.2019463,0.51504135,0.6869049,4888.6797,1.4967849,K
41096,1635721458409799680,41096,5869596010099344000,201.8626051222592,-59.79027069861243,16.830847,17.34009,16.135962,1.2041283,0.509243,0.69488525,4886.6475,,K
41109,1635721458409799680,41109,5765079905013035264,234.7192855691619,-87.76475952269124,14.598574,16.694927,13.245887,3.4490404,2.0963535,1.3526869,3676.2734,,M
41118,1635721458409799680,41118,2088175857664034048,304.03329206243166,51.16957844664566,15.972645,16.516487,15.291644,1.224843,0.5438423,0.6810007,5050.5,2.195773,K
41123,1635721458409799680,41123,5972795789149673856,260.6183919120929,-38.17661859273477,16.84179,17.862953,15.731513,2.1314402,1.021164,1.1102762,3700.2566,,K
41128,1635721458409799680,41128,419683420825444736,5.321895254295058,53.82700609987483,16.732319,17.180443,16.113014,1.0674286,0.44812393,0.61930466,5116.25,,K
41133,1635721458409799680,41133,4052471660135468160,273.07134460743794,-27.43351053003544,15.683476,16.308792,14.664871,1.6439209,0.62531567,1.0186052,4445.3335,,K
41135,1635721458409799680,41135,4096637594784578432,277.56641063109515,-17.54395157574418,16.797443,17.575796,15.936431,1.6393652,0.77835274,0.86101246,4251.0,,K
41157,1635721458409799680,41157,4212013786564559360,288.04657102614084,-5.707233893098743,15.796487,16.671663,14.876548,1.7951155,0.8751764,0.91993904,4322.3926,,K
41165,1635721458409799680,41165,2061271014303375232,304.48152685213086,38.471626967619976,16.13183,16.70243,15.393012,1.3094187,0.5706005,0.73881817,4970.1,1.4623898,K
41169,1635721458409799680,41169,5882562168395424128,234.51772853997957,-57.690645011632085,17.034422,17.877167,16.106403,1.7707634,0.8427448,0.92801857,4193.0,,K
41185,1635721458409799680,41185,5684759442438183808,144.45022298797394,-17.584591013885493,16.40361,16.778818,15.871744,0.907074,0.3752079,0.5318661,5473.0,,G
41206,1635721458409799680,41206,5246346433767065088,151.49631355546242,-65.17605060457129,15.866779,16.568598,15.051425,1.5171728,0.70181847,0.81535435,4488.75,,K
41221,1635721458409799680,41221,1350304599371321728,265.4262878218524,45.29338783974976,16.48846,16.814056,15.984112,0.8299446,0.32559586,0.50434875,5676.5,,G
41228,1635721458409799680,41228,5342569983397843584,174.9503737135824,-57.50306481732148,16.21507,16.62901,15.560253,1.0687561,0.41393852,0.6548176,5156.1665,1.9349236,K
41248,1635721458409799680,41248,3062600926622720768,124.6350045253312,-8.689962905575515,12.47934,12.776317,12.027285,0.749032,0.29697704,0.45205498,6134.0,15.952551,F
41265,1635721458409799680,41265,1211524374861568,43.33062906432331,1.829859436910569,12.3954735,12.908264,11.744285,1.1639795,0.5127907,0.65118885,4930.0,41.249985,K
41276,1635721458409799680,41276,5713205152583263488,120.20226886217186,-20.629622897343918,16.594944,16.981216,16.054659,0.92655754,0.38627243,0.5402851,5432.5,,G
41285,1635721458409799680,41285,5833938298249959040,237.81010716284254,-59.498165128316906,15.368736,16.214258,14.462503,1.7517548,0.8455219,0.90623283,4065.53,8.1863365,K
41299,1635721458409799680,41299,4325916078721484288,251.25622938330028,-15.53100599399666,15.606129,16.133533,14.919517,1.2140169,0.5274048,0.6866121,4879.25,,K
41335,1635721458409799680,41335,1855331008940364288,319.6825188011228,34.6503028972024,15.331109,15.889599,14.616157,1.2734423,0.5584898,0.71495247,4914.437,0.6322931,K
41338,1635721458409799680,41338,1828864320961286272,303.23848632827406,21.12719867266109,17.02181,17.602825,16.256462,1.3463631,0.58101463,0.76534843,4861.0,0.22898006,K
41367,1635721458409799680,41367,5879201412317254144,219.69825880712594,-59.03881376744177,16.955688,17.416431,16.043814,1.3726177,0.46074295,0.9118748,4514.3066,0.35778967,K
41380,1635721458409799680,41380,3262032166733610240,48.37522704128982,-2.7319986258408373,15.706181,16.163895,15.083681,1.0802135,0.45771408,0.62249947,5080.9873,,K
41381,1635721458409799680,41381,2488000822869875328,33.385664760594906,-6.030194395147235,13.998832,14.300984,13.543268,0.7577162,0.30215263,0.45556355,5977.6665,2.1263993,G
41386,1635721458409799680,41386,4467732084907430656,270.6938123875892,0.8885488808505295,15.4594755,16.03192,14.731387,1.3005323,0.57244396,0.7280884,4870.6226,1.9509711,K
41389,1635721458409799680,41389,5428303066845381760,135.83618450601796,-41.80639582251195,15.301461,15.883724,14.562109,1.3216152,0.582263,0.7393522,4905.7476,9.87117,K
41399,1635721458409799680,41399,4294209599380504448,292.53973375960067,5.164221057890447,15.562426,16.095545,14.842631,1.2529135,0.5331192,0.7197943,4870.9175,4.566109,K
41420,1635721458409799680,41420,4308324644296637056,291.43444154027696,9.193883974504308,16.953169,17.98034,15.806406,2.173933,1.0271702,1.1467628,3749.5,,K
41429,1635721458409799680,41429,6545282768988401920,338.8187480040118,-41.69623624746231,16.699703,17.135487,16.111792,1.023695,0.4357834,0.5879116,5125.23,,K
41432,1635721458409799680,41432,5411737412348118016,148.44244648144505,-45.62629503143119,15.928968,16.358442,15.330422,1.0280199,0.42947388,0.598546,5164.2266,,K
41434,1635721458409799680,41434,1381175827862345088,247.0369874041265,42.144866546412906,16.619316,17.727201,15.557863,2.1693382,1.1078854,1.0614529,3587.0,0.051094823,M
41483,1635721458409799680,41483,6014255593791169792,234.2211301025968,-33.836311835107324,16.087107,16.718172,15.333069,1.3851032,0.63106537,0.75403786,4950.12,,K
41494,1635721458409799680,41494,2078801936923256832,296.79874600016,43.615971431410834,16.953346,17.591589,16.182938,1.4086514,0.6382427,0.77040863,4488.62,,K
41514,1635721458409799680,41514,555016049314119168,60.70720655068849,78.88226362731272,15.420581,15.947057,14.735052,1.2120047,0.5264759,0.68552876,4869.0,0.44926697,K
41541,1635721458409799680,41541,2033575759498056704,299.0100978157439,31.438500775721042,17.03926,17.378534,15.898073,1.4804611,0.33927345,1.1411877,4981.5,,K
41551,1635721458409799680,41551,4039501747883012352,272.22804787848764,-34.304175775636274,15.979707,16.673763,15.115888,1.5578756,0.6940565,0.8638191,4395.5,,K
41567,1635721458409799680,41567,4057843770800155904,261.26653441483944,-31.885938875370634,17.057558,19.982653,14.696611,5.2860413,2.9250946,2.3609467,3284.0,,M
41568,1635721458409799680,41568,5138492795556975744,30.762298199518295,-17.74323497969157,16.019094,16.276842,15.595845,0.6809969,0.25774765,0.42324924,6311.0,1.65127,F
41586,1635721458409799680,41586,5330146605812695424,134.89619199779915,-46.82958208517341,15.81516,16.961525,14.741213,2.220312,1.1463652,1.073947,3530.5,0.68221194,M
